153323649,car,0.000000,0.000000,0.000000,159.963074,-46.584885,84.336212,-0.999402,-0.017978,-0.029543,0.00000012.362842,3.529692,4.951353,8.555695,2.417175,0.138580,1.030126,-88.306793,0.511305,0.029707,-0.017706,0.999402,-0.008922,0.999799,0.017978,-0.999519,-0.009451,0.029543,-0.017261,0.146366,-0.023787,(null),1.000000
153323855,car,0.000000,0.000000,0.000000,161.890335,-50.979675,83.167191,-0.999223,0.019922,-0.034006,0.000000-7.730163,-3.695392,-1.489618,-4.826355,-1.881866,-1.229614,-1.141518,-88.050810,0.391665,0.033876,0.020142,0.999223,-0.006834,0.999778,-0.019922,-0.999403,-0.006154,0.034006,-0.007903,0.118124,-0.014364,(null),1.000000
153324052,car,-41.942463,-6.282555,-24.778145,161.014313,-52.913391,85.338226,-0.998257,0.044878,-0.038324,262.367859-1.070719,-0.169533,0.367406,-8.368530,-0.473251,-1.226303,-2.572170,-87.801420,19.595028,0.021102,0.055113,0.998257,-0.335032,0.941137,-0.044878,-0.941970,-0.333501,0.038324,0.009518,-0.010652,-0.000769,(null),1.000000
153324249,car,-41.955444,-6.163880,-24.785975,160.488693,-50.979675,85.839233,-0.997814,0.052325,-0.040356,266.843567-8.340241,1.132285,1.209223,-5.988922,-3.828476,-1.360580,-2.999348,-87.683948,19.675155,0.020450,0.062836,0.997814,-0.336226,0.940327,-0.052325,-0.941559,-0.334421,0.040356,0.058850,0.058637,-0.002490,(null),1.000000
153324449,car,-42.069412,-5.549759,-24.737873,160.138275,-48.870178,86.841248,-0.997426,0.061819,-0.036339,268.1901866.198831,-1.095205,0.791098,1.464523,0.672195,1.404602,-3.544211,-87.913499,19.614530,0.013557,0.070415,0.997426,-0.335048,0.940171,-0.061819,-0.942103,-0.333348,0.036339,-0.005611,0.022898,-0.016030,(null),1.000000
153324653,car,-42.114746,-5.383110,-24.697521,160.138275,-50.628098,85.505219,-0.996709,0.072220,-0.036808,270.3408202.841164,-2.376115,-1.644431,-0.370468,-5.056381,-0.691681,-4.141482,-87.885041,19.641835,0.010498,0.080376,0.996709,-0.335262,0.939353,-0.072220,-0.942067,-0.333400,0.036808,0.037481,0.029328,0.003437,(null),1.000000
153324849,car,-42.120689,-4.963808,-24.775103,159.612671,-48.342804,85.338226,-0.996127,0.079148,-0.038286,270.440521-4.061083,0.446814,-0.960647,-2.378220,2.497528,-1.148209,-4.539594,-87.798954,19.638162,0.009592,0.087397,0.996127,-0.335025,0.938879,-0.079148,-0.942160,-0.332968,0.038286,-0.024350,0.012786,-0.011855,(null),1.000000
153325055,car,-42.081787,-4.638224,-24.903963,159.437454,-49.924927,85.505219,-0.995544,0.084842,-0.041154,270.4505622.533044,-1.816211,0.074647,-1.404694,-3.965454,-2.575623,-4.866953,-87.632830,19.687848,0.010330,0.093729,0.995544,-0.335681,0.938147,-0.084842,-0.941919,-0.333309,0.041154,0.025268,-0.007236,0.001268,(null),1.000000
153325255,car,-42.110847,-4.653407,-24.851954,159.437454,-48.870178,87.843262,-0.995756,0.083368,-0.038974,270.608582-2.844909,-1.432758,1.519768,-14.240570,-4.045715,0.580933,-4.782175,-87.758598,19.565822,0.008954,0.091591,0.995756,-0.333724,0.938977,-0.083368,-0.942628,-0.331561,0.038974,0.008467,-0.007989,0.010257,(null),1.000000
153325451,car,-42.086704,-4.643024,-24.894760,159.963074,-51.155472,87.008255,-0.995656,0.084018,-0.040113,271.38674912.913781,-0.177130,4.581921,10.263107,3.092239,2.395935,-4.819586,-87.692941,19.532694,0.009870,0.092578,0.995656,-0.333163,0.939119,-0.084018,-0.942818,-0.330886,0.040113,-0.005885,0.065411,0.005323,(null),1.000000
153325658,car,-42.075954,-4.694806,-24.903212,161.014313,-49.045975,87.008255,-0.995723,0.083287,-0.039995,272.344147-10.048082,-0.881662,-1.771773,4.030640,0.849365,1.468201,-4.777543,-87.699839,19.539358,0.009990,0.091851,0.995723,-0.333292,0.939138,-0.083287,-0.942771,-0.331035,0.039995,-0.014455,0.009379,-0.005430,(null),1.000000
153325852,car,-42.082539,-4.668561,-24.897022,159.787872,-49.924927,86.173233,-0.995655,0.083452,-0.041312,271.3995363.755753,-1.086748,0.367439,-8.367065,-1.575272,-2.692520,-4.787018,-87.624026,19.819743,0.010730,0.092498,0.995655,-0.337879,0.937482,-0.083452,-0.941128,-0.335516,0.041312,0.023792,-0.035555,-0.000909,(null),1.000000
153326052,car,-42.110500,-4.666131,-24.850155,158.736633,-48.870178,87.175247,-0.995576,0.085202,-0.039612,271.2894905.341501,0.807492,2.877970,4.581512,2.493835,1.841003,-4.887632,-87.721505,19.576776,0.008933,0.093534,0.995576,-0.333851,0.938767,-0.085202,-0.942583,-0.331613,0.039612,-0.011596,0.017307,-0.008133,(null),1.000000
153326248,car,-42.124844,-4.620701,-24.834328,160.488693,-49.221756,85.171219,-0.995581,0.085477,-0.038879,271.371490-6.321890,-1.744245,-1.959193,-5.925949,-2.062820,-1.413910,-4.903430,-87.763649,19.638763,0.008046,0.093558,0.995581,-0.334859,0.938383,-0.085477,-0.942234,-0.332691,0.038879,0.014823,-0.001157,-0.008515,100.1302185058594,1.000000
153326452,car,-42.170753,-4.549859,-24.769405,161.189514,-47.463837,85.839233,-0.995403,0.087753,-0.038361,271.5759282.408581,-0.409542,1.825129,-1.224854,-0.784042,1.213669,-5.034380,-87.793023,19.789157,0.006548,0.095548,0.995403,-0.337254,0.937315,-0.087753,-0.941391,-0.335129,0.038361,0.013012,-0.036972,-0.007873,100.1302185058594,1.000000
153326650,car,-42.176502,-4.521160,-24.764877,158.561432,-50.803894,86.006241,-0.995505,0.086868,-0.037722,271.8968811.493766,0.076329,0.789915,2.806793,0.429245,2.318039,-4.983445,-87.829985,19.615951,0.006526,0.094480,0.995505,-0.334445,0.938403,-0.086868,-0.942393,-0.332375,0.037722,-0.003045,0.041169,-0.014616,100.1302185058594,1.000000
153326853,car,-42.132149,-4.536144,-24.837532,160.663895,-48.694382,87.008255,-0.995385,0.087258,-0.039939,272.016296-4.245885,-0.650343,-1.837250,-4.581909,-0.966995,-0.738358,-5.005878,-87.702296,19.728064,0.008308,0.095604,0.995385,-0.336269,0.937715,-0.087258,-0.941729,-0.333992,0.039939,0.012749,-0.012505,-0.002648,100.1302185058594,1.000000
153327052,car,-42.111008,-4.378934,-24.901510,159.963074,-49.749130,88.344269,-0.994860,0.091984,-0.042333,272.1337891.675924,0.444711,0.731653,-0.672913,0.003464,0.486679,-5.277776,-87.563458,19.797054,0.008874,0.100868,0.994860,-0.337254,0.936909,-0.091984,-0.941372,-0.334704,0.042333,0.006289,-0.004246,-0.002391,100.1302185058594,1.000000
153327255,car,-42.114288,-4.450168,-24.883326,159.787872,-48.870178,86.841248,-0.995012,0.090661,-0.041613,272.2030030.696807,-0.102355,0.178944,1.097809,0.429184,1.342392,-5.201643,-87.605197,19.699360,0.008806,0.099366,0.995012,-0.335697,0.937597,-0.090661,-0.941929,-0.333224,0.041613,-0.000532,0.009498,-0.020765,100.1302185058594,1.000000
153327458,car,-42.090034,-4.382545,-24.936316,158.736633,-48.870178,87.843262,-0.994898,0.091742,-0.041958,272.180695-3.151506,-0.524828,-1.165396,-2.443527,-0.422501,-0.429932,-5.263804,-87.585059,19.778778,0.008634,0.100511,0.994898,-0.336962,0.937038,-0.091742,-0.941478,-0.334451,0.041959,0.003840,-0.008093,0.004559,100.1302185058594,1.000000
153327651,car,-42.068962,-4.346888,-24.978079,159.437454,-50.628098,87.843262,-0.994737,0.092813,-0.043415,272.2785031.671851,-0.162302,0.484501,0.120392,-0.301346,0.851364,-5.325475,-87.500954,19.824666,0.009572,0.102017,0.994737,-0.337679,0.936674,-0.092813,-0.941213,-0.335013,0.043415,0.003846,-0.021326,-0.003018,100.1295852661133,1.000000
153327851,car,-42.088406,-4.376068,-24.940197,159.437454,-50.628098,86.507248,-0.994807,0.092360,-0.042767,272.2713320.265931,0.084707,0.423630,0.244400,0.121490,0.061600,-5.299419,-87.538378,19.759302,0.009226,0.101362,0.994807,-0.336625,0.937098,-0.092360,-0.941594,-0.334024,0.042767,-0.002859,0.010179,-0.012272,100.1295852661133,1.000000
153328054,car,-42.044579,-4.352332,-25.018152,160.663895,-48.342804,84.670212,-0.994810,0.092154,-0.043137,272.2647090.993900,-4.180036,-0.019831,0.359741,-2.548767,2.425293,-5.287522,-87.517100,19.787645,0.009595,0.101297,0.994810,-0.337094,0.936950,-0.092154,-0.941422,-0.334461,0.043137,0.017958,0.015177,0.021439,100.1295852661133,1.000000
153328252,car,-42.054005,-4.372311,-24.998823,159.787872,-51.331268,84.837219,-0.994750,0.092073,-0.044663,272.256012-1.380745,3.070144,-0.782302,-4.092758,2.937424,1.288239,-5.282874,-87.429248,19.864415,0.010930,0.101748,0.994750,-0.338352,0.936504,-0.092073,-0.940956,-0.335570,0.044662,-0.025590,-0.012712,-0.005829,100.1295852661133,1.000000
153328457,car,-42.019962,-4.349787,-25.059914,161.364731,-51.858643,88.344269,-0.994673,0.092638,-0.045208,271.9768070.814591,-1.870372,-1.714693,1.036926,-1.707474,-0.006485,-5.315366,-87.397668,19.835221,0.011309,0.102458,0.994673,-0.337857,0.936627,-0.092638,-0.941129,-0.335010,0.045208,0.020933,0.035689,0.006543,100.1295852661133,1.000000
153328651,car,-42.014778,-4.375649,-25.064106,159.437454,-49.924927,87.175247,-0.994898,0.090778,-0.044027,271.858124-0.403907,-1.387339,-3.419061,-2.868866,0.732834,-1.095200,-5.208341,-87.466182,19.875508,0.010744,0.100317,0.994898,-0.338574,0.936551,-0.090778,-0.940878,-0.335871,0.044027,-0.016180,0.001736,-0.007945,100.1295852661133,1.000000
153328851,car,-42.052364,-4.450191,-24.987829,160.313492,-47.991211,86.674240,-0.994587,0.093093,-0.046149,272.1058041.127189,2.690109,-3.217682,-0.484940,-0.129730,-2.254105,-5.341568,-87.343366,19.972131,0.011800,0.103232,0.994587,-0.340080,0.935777,-0.093093,-0.940323,-0.337141,0.046149,-0.008297,0.009477,0.008063,100.1289520263672,1.000000
153329053,car,-42.032631,-4.319841,-25.043852,161.014313,-49.045975,86.674240,-0.994507,0.094519,-0.044975,272.4549565.456607,0.074535,0.002746,1.346649,0.174301,-1.337967,-5.423632,-87.410628,19.967702,0.010217,0.104174,0.994507,-0.339962,0.935677,-0.094519,-0.940384,-0.337128,0.044975,-0.018463,0.010324,0.010948,100.1289520263672,1.000000
153329257,car,-42.058014,-4.278444,-25.008312,161.189514,-49.573349,86.841248,-0.994289,0.096855,-0.044811,272.5155333.560101,4.659829,3.127858,15.111435,1.261642,-11.005493,-5.558080,-87.419525,19.728100,0.009719,0.106275,0.994289,-0.335970,0.936880,-0.096855,-0.941823,-0.333110,0.044811,-0.053562,0.033822,-0.021077,100.1289520263672,1.000000
153329450,car,-42.003685,-4.299228,-25.095901,161.014313,-49.397552,87.676254,-0.994235,0.097619,-0.044360,273.032043-6.778672,-5.357722,4.965871,-5.497345,-3.164581,-2.575317,-5.602052,-87.445301,19.991320,0.008547,0.106884,0.994235,-0.340245,0.935256,-0.097619,-0.940298,-0.337449,0.044360,-0.021253,0.011161,-0.001141,100.1289520263672,1.000000
153329649,car,-42.042400,-4.135004,-25.058645,161.715134,-48.694382,88.010269,-0.994066,0.097790,-0.047647,273.180115-3.961439,0.664001,4.567869,-4.644470,-1.146622,-0.008408,-5.611897,-87.255815,20.065919,0.011457,0.108175,0.994066,-0.341457,0.934797,-0.097790,-0.939828,-0.338310,0.047647,0.007143,-0.024700,0.016779,100.1289520263672,1.000000
153329842,car,-41.927261,-4.429698,-25.200785,162.415955,-49.045975,85.672226,-0.994422,0.092936,-0.049868,273.2934573.680271,1.919678,2.750434,0.058395,0.616409,1.890472,-5.332536,-87.129158,20.008518,0.015303,0.104354,0.994422,-0.340679,0.935575,-0.092936,-0.940055,-0.337357,0.049868,0.015174,0.010473,-0.003996,100.1289520263672,1.000000
153330050,car,-41.920971,-4.413169,-25.214153,161.715134,-49.749130,88.010269,-0.994410,0.093531,-0.049003,273.333740-0.773775,-0.770049,-2.257844,-4.883682,-0.364410,-2.502029,-5.366747,-87.178846,20.057974,0.014194,0.104632,0.994410,-0.341467,0.935228,-0.093531,-0.939786,-0.338231,0.049003,-0.017660,0.014151,0.011542,100.1289520263672,1.000000
153330249,car,-41.994663,-4.334183,-25.104984,162.240753,-48.870178,88.177261,-0.994183,0.096858,-0.047092,273.325470-3.099987,-0.087047,-0.184023,-0.062897,-0.728195,0.605820,-5.558291,-87.288046,20.093251,0.011197,0.107116,0.994183,-0.341934,0.934719,-0.096858,-0.939657,-0.338860,0.047092,0.016156,-0.007182,-0.001644,100.1288146972656,1.000000
153330456,car,-42.068180,-4.150434,-25.012783,161.715134,-50.100723,87.342255,-0.994000,0.099924,-0.044480,273.3019711.235365,0.029553,1.161049,-1.038162,1.222000,0.430695,-5.734799,-87.437811,20.042096,0.007786,0.109099,0.994000,-0.340995,0.934739,-0.099924,-0.940033,-0.338171,0.044480,0.001248,-0.020609,-0.015243,100.1288146972656,1.000000
153330650,car,-42.072430,-4.117323,-25.011106,162.240753,-48.518600,86.507248,-0.993958,0.100277,-0.044627,273.2441710.867707,-1.128995,0.425539,-4.091812,-0.604904,-1.284515,-5.755143,-87.429258,20.088428,0.007717,0.109488,0.993958,-0.341739,0.934430,-0.100277,-0.939763,-0.338900,0.044627,0.025300,-0.037442,-0.023916,100.1288146972656,1.000000
153330858,car,-42.006641,-4.260940,-25.097488,160.839111,-49.573349,88.177261,-0.994099,0.097542,-0.047456,273.229919-1.511110,0.821290,-0.908359,-2.994553,-1.151062,-0.189865,-5.597655,-87.266928,20.106176,0.011284,0.107885,0.994099,-0.342122,0.934579,-0.097542,-0.939588,-0.339002,0.047456,0.003117,0.032142,-0.029281,100.1288146972656,1.000000
153331040,car,-41.776409,-4.297159,-25.472799,161.890335,-50.276520,87.175247,-0.993318,0.099103,-0.059139,273.1841430.930599,-0.214625,-0.909379,-0.120605,1.583618,0.006653,-5.687524,-86.592816,20.167401,0.021681,0.113352,0.993318,-0.343067,0.934068,-0.099103,-0.939061,-0.338626,0.059139,-0.020125,0.029467,-0.024967,100.1288146972656,1.000000
153331252,car,-41.483658,-4.168880,-25.967747,162.065552,-50.452301,88.678268,-0.992299,0.102216,-0.069961,273.087341-0.660942,-0.140722,0.491882,-0.123886,-2.010086,-0.191345,-5.866766,-85.967081,20.201592,0.030793,0.119977,0.992299,-0.343516,0.933568,-0.102216,-0.938642,-0.337723,0.069961,0.017385,0.006778,-0.009812,100.1288146972656,1.000000
153331455,car,-41.311729,-4.046855,-26.259499,161.890335,-49.221756,85.505219,-0.991669,0.103566,-0.076593,273.0314641.416827,0.769699,0.254730,-4.398544,0.070053,-0.185730,-5.944550,-85.583436,20.328823,0.036338,0.123580,0.991669,-0.345539,0.932672,-0.103566,-0.937700,-0.338897,0.076593,0.000595,-0.024266,-0.026037,100.1288146972656,1.000000
153331649,car,-41.208595,-4.018377,-26.425394,161.189514,-49.573349,87.843262,-0.991230,0.105375,-0.079738,273.0093381.720166,-0.142319,0.495594,-1.587341,-0.548416,-0.977890,-6.048782,-85.400829,20.342549,0.038670,0.126360,0.991230,-0.345697,0.932411,-0.105375,-0.937549,-0.338590,0.079738,-0.001323,0.013643,-0.003544,100.1288146972656,1.000000
153331849,car,-41.133041,-4.074008,-26.534369,162.766373,-49.045975,87.342255,-0.991093,0.104564,-0.082462,272.922150-1.945142,0.410977,-0.417665,-3.971100,-0.052460,-0.125031,-6.002068,-85.243757,20.411462,0.041368,0.126580,0.991094,-0.346848,0.932075,-0.104564,-0.937009,-0.339433,0.082462,-0.015392,0.009724,0.009602,100.1288146972656,1.000000
